t,block_id,price_da_eur_mwh,q_ch_mw,q_dis_mw,soc_mwh,g_imp_mw,g_exp_mw,p_da_net_mw,p_afrr_up_mw,p_afrr_down_mw,price_act_up_eur_mwh,price_act_down_eur_mwh,price_cap_up_eur_mw_h,price_cap_down_eur_mw_h,solver_status,solve_time_s,objective_value
85,,86.28,0.0,30.0,36.543397,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
86,,85.96,0.0,30.0,5.2933973,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
87,,92.11,0.0,0.0,5.2933973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
88,,98.62,30.0,0.0,34.093397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
89,,104.45,0.0,27.648,5.2933973,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
90,,130.21,30.0,0.0,34.093397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
91,,140.67,30.0,0.0,62.893397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
92,,123.1,30.0,0.0,91.693397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
93,,101.65,9.2511995,0.0,100.57455,0.0,9.2511995,9.2511995,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
94,,96.77,0.0,27.648,71.774549,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
95,,93.04,30.0,0.0,100.57455,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
96,,88.61,0.0,27.648,71.774549,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
